# water properties created by TabulatedFluidProperties on Fri Jun 26 09:57:54 2020

pressure, temperature, density, viscosity, enthalpy, internal_energy
100000, 406.313, 0.538657, 1.35258e-05, 2.74305e+06, 2.5574e+06
100000, 409.596, 0.53414, 1.36553e-05, 2.74961e+06, 2.56239e+06
100000, 412.879, 0.529706, 1.3785e-05, 2.75616e+06, 2.56737e+06
100000, 416.162, 0.525351, 1.3915e-05, 2.7627e+06, 2.57235e+06
100000, 419.444, 0.521074, 1.40452e-05, 2.76923e+06, 2.57732e+06
100000, 422.727, 0.516871, 1.41756e-05, 2.77575e+06, 2.58228e+06
100000, 426.01, 0.512741, 1.43063e-05, 2.78227e+06, 2.58724e+06
100000, 429.293, 0.50868, 1.44371e-05, 2.78878e+06, 2.59219e+06
100000, 432.576, 0.504688, 1.45682e-05, 2.79528e+06, 2.59714e+06
100000, 435.859, 0.500763, 1.46995e-05, 2.80178e+06, 2.60209e+06
100000, 439.141, 0.496902, 1.4831e-05, 2.80828e+06, 2.60703e+06
100000, 442.424, 0.493103, 1.49627e-05, 2.81477e+06, 2.61198e+06
100000, 445.707, 0.489365, 1.50946e-05, 2.82126e+06, 2.61692e+06
100000, 448.99, 0.485687, 1.52267e-05, 2.82775e+06, 2.62186e+06
100000, 452.273, 0.482066, 1.5359e-05, 2.83424e+06, 2.6268e+06
100000, 455.556, 0.478502, 1.54914e-05, 2.84072e+06, 2.63174e+06
100000, 458.838, 0.474993, 1.5624e-05, 2.84721e+06, 2.63668e+06
100000, 462.121, 0.471537, 1.57568e-05, 2.85369e+06, 2.64162e+06
100000, 465.404, 0.468133, 1.58897e-05, 2.86017e+06, 2.64656e+06
100000, 468.687, 0.46478, 1.60228e-05, 2.86666e+06, 2.6515e+06
100000, 471.97, 0.461476, 1.6156e-05, 2.87314e+06, 2.65645e+06
100000, 475.253, 0.458221, 1.62894e-05, 2.87963e+06, 2.66139e+06
100000, 478.535, 0.455013, 1.64229e-05, 2.88612e+06, 2.66634e+06
100000, 481.818, 0.451852, 1.65566e-05, 2.89261e+06, 2.67129e+06
100000, 485.101, 0.448735, 1.66904e-05, 2.8991e+06, 2.67625e+06
100000, 488.384, 0.445663, 1.68243e-05, 2.90559e+06, 2.6812e+06
100000, 491.667, 0.442634, 1.69583e-05, 2.91208e+06, 2.68616e+06
100000, 494.949, 0.439646, 1.70925e-05, 2.91858e+06, 2.69113e+06
100000, 498.232, 0.4367, 1.72267e-05, 2.92508e+06, 2.69609e+06
100000, 501.515, 0.433795, 1.73611e-05, 2.93159e+06, 2.70106e+06
100000, 504.798, 0.430929, 1.74956e-05, 2.93809e+06, 2.70604e+06
100000, 508.081, 0.428101, 1.76302e-05, 2.9446e+06, 2.71102e+06
100000, 511.364, 0.425311, 1.77648e-05, 2.95112e+06, 2.716e+06
100000, 514.646, 0.422558, 1.78996e-05, 2.95764e+06, 2.72098e+06
100000, 517.929, 0.419842, 1.80345e-05, 2.96416e+06, 2.72597e+06
100000, 521.212, 0.417161, 1.81694e-05, 2.97068e+06, 2.73097e+06
100000, 524.495, 0.414515, 1.83044e-05, 2.97721e+06, 2.73597e+06
100000, 527.778, 0.411902, 1.84395e-05, 2.98375e+06, 2.74097e+06
100000, 531.061, 0.409323, 1.85747e-05, 2.99028e+06, 2.74598e+06
100000, 534.343, 0.406777, 1.87099e-05, 2.99683e+06, 2.75099e+06
100000, 537.626, 0.404263, 1.88452e-05, 3.00337e+06, 2.75601e+06
100000, 540.909, 0.401781, 1.89806e-05, 3.00993e+06, 2.76103e+06
100000, 544.192, 0.399329, 1.9116e-05, 3.01648e+06, 2.76606e+06
100000, 547.475, 0.396907, 1.92515e-05, 3.02304e+06, 2.7711e+06
100000, 550.758, 0.394516, 1.93871e-05, 3.02961e+06, 2.77614e+06
100000, 554.04, 0.392153, 1.95227e-05, 3.03618e+06, 2.78118e+06
100000, 557.323, 0.389819, 1.96583e-05, 3.04276e+06, 2.78623e+06
100000, 560.606, 0.387513, 1.9794e-05, 3.04934e+06, 2.79129e+06
100000, 563.889, 0.385234, 1.99297e-05, 3.05593e+06, 2.79635e+06
100000, 567.172, 0.382983, 2.00655e-05, 3.06252e+06, 2.80141e+06
100000, 570.455, 0.380758, 2.02013e-05, 3.06912e+06, 2.80648e+06
100000, 573.737, 0.378559, 2.03371e-05, 3.07572e+06, 2.81156e+06
100000, 577.02, 0.376386, 2.0473e-05, 3.08233e+06, 2.81665e+06
100000, 580.303, 0.374237, 2.06089e-05, 3.08895e+06, 2.82174e+06
100000, 583.586, 0.372114, 2.07448e-05, 3.09557e+06, 2.82683e+06
100000, 586.869, 0.370015, 2.08807e-05, 3.10219e+06, 2.83193e+06
100000, 590.152, 0.367939, 2.10167e-05, 3.10882e+06, 2.83704e+06
100000, 593.434, 0.365887, 2.11526e-05, 3.11546e+06, 2.84215e+06
100000, 596.717, 0.363858, 2.12886e-05, 3.12211e+06, 2.84727e+06
100000, 600, 0.361852, 2.14246e-05, 3.12875e+06, 2.8524e+06
1.10909e+06, 275, 1000.44, 0.00168003, 8877.93, 7769.33
1.10909e+06, 278.283, 1000.46, 0.00151041, 22679.9, 21571.3
1.10909e+06, 281.566, 1000.31, 0.00136667, 36458.1, 35349.4
1.10909e+06, 284.848, 1000.01, 0.0012437, 50218.5, 49109.4
1.10909e+06, 288.131, 999.574, 0.00113758, 63965.1, 62855.6
1.10909e+06, 291.414, 999.012, 0.00104531, 77701.2, 76591
1.10909e+06, 294.697, 998.333, 0.000964521, 91429.2, 90318.3
1.10909e+06, 297.98, 997.545, 0.000893342, 105151, 104039
1.10909e+06, 301.263, 996.655, 0.000830272, 118868, 117755
1.10909e+06, 304.545, 995.669, 0.000774099, 132582, 131468
1.10909e+06, 307.828, 994.592, 0.000723832, 146293, 145178
1.10909e+06, 311.111, 993.429, 0.000678656, 160003, 158886
1.10909e+06, 314.394, 992.183, 0.000637893, 173712, 172594
1.10909e+06, 317.677, 990.859, 0.000600977, 187422, 186302
1.10909e+06, 320.96, 989.46, 0.000567433, 201133, 200012
1.10909e+06, 324.242, 987.988, 0.000536857, 214845, 213723
1.10909e+06, 327.525, 986.446, 0.000508904, 228561, 227437
1.10909e+06, 330.808, 984.837, 0.000483282, 242280, 241154
1.10909e+06, 334.091, 983.163, 0.000459735, 256003, 254875
1.10909e+06, 337.374, 981.426, 0.000438044, 269731, 268600
1.10909e+06, 340.657, 979.628, 0.000418019, 283464, 282332
1.10909e+06, 343.939, 977.77, 0.000399492, 297204, 296070
1.10909e+06, 347.222, 975.855, 0.000382318, 310951, 309814
1.10909e+06, 350.505, 973.882, 0.000366367, 324705, 323567
1.10909e+06, 353.788, 971.855, 0.000351527, 338469, 337327
1.10909e+06, 357.071, 969.773, 0.000337696, 352241, 351097
1.10909e+06, 360.354, 967.638, 0.000324785, 366023, 364877
1.10909e+06, 363.636, 965.451, 0.000312715, 379817, 378668
1.10909e+06, 366.919, 963.213, 0.000301414, 393621, 392470
1.10909e+06, 370.202, 960.924, 0.000290819, 407438, 406284
1.10909e+06, 373.485, 958.585, 0.000280871, 421267, 420110
1.10909e+06, 376.768, 956.197, 0.000271519, 435111, 433951
1.10909e+06, 380.051, 953.761, 0.000262716, 448968, 447805
1.10909e+06, 383.333, 951.276, 0.00025442, 462841, 461675
1.10909e+06, 386.616, 948.743, 0.000246593, 476730, 475561
1.10909e+06, 389.899, 946.163, 0.000239199, 490636, 489464
1.10909e+06, 393.182, 943.535, 0.000232208, 504560, 503384
1.10909e+06, 396.465, 940.86, 0.00022559, 518502, 517323
1.10909e+06, 399.747, 938.138, 0.000219319, 532463, 531281
1.10909e+06, 403.03, 935.369, 0.00021337, 546445, 545259
1.10909e+06, 406.313, 932.553, 0.000207722, 560448, 559259
1.10909e+06, 409.596, 929.69, 0.000202353, 574474, 573281
1.10909e+06, 412.879, 926.78, 0.000197246, 588523, 587326
1.10909e+06, 416.162, 923.822, 0.000192383, 602597, 601396
1.10909e+06, 419.444, 920.816, 0.000187748, 616696, 615491
1.10909e+06, 422.727, 917.763, 0.000183327, 630821, 629613
1.10909e+06, 426.01, 914.661, 0.000179105, 644975, 643762
1.10909e+06, 429.293, 911.51, 0.000175071, 659158, 657941
1.10909e+06, 432.576, 908.309, 0.000171213, 673372, 672150
1.10909e+06, 435.859, 905.058, 0.000167519, 687617, 686392
1.10909e+06, 439.141, 901.756, 0.00016398, 701896, 700666
1.10909e+06, 442.424, 898.403, 0.000160587, 716210, 714975
1.10909e+06, 445.707, 894.997, 0.00015733, 730561, 729321
1.10909e+06, 448.99, 891.538, 0.000154202, 744950, 743706
1.10909e+06, 452.273, 888.025, 0.000151195, 759379, 758130
1.10909e+06, 455.556, 884.456, 0.000148301, 773850, 772596
1.10909e+06, 458.838, 5.65808, 1.51928e-05, 2.78442e+06, 2.5884e+06
1.10909e+06, 462.121, 5.60123, 1.53409e-05, 2.79328e+06, 2.59527e+06
1.10909e+06, 465.404, 5.54641, 1.54886e-05, 2.80193e+06, 2.60196e+06
1.10909e+06, 468.687, 5.49338, 1.56358e-05, 2.8104e+06, 2.60851e+06
1.10909e+06, 471.97, 5.44198, 1.57827e-05, 2.81874e+06, 2.61494e+06
1.10909e+06, 475.253, 5.39206, 1.59292e-05, 2.82696e+06, 2.62127e+06
1.10909e+06, 478.535, 5.34351, 1.60753e-05, 2.83507e+06, 2.62752e+06
1.10909e+06, 481.818, 5.29625, 1.62211e-05, 2.8431e+06, 2.63369e+06
1.10909e+06, 485.101, 5.25019, 1.63666e-05, 2.85105e+06, 2.6398e+06
1.10909e+06, 488.384, 5.20525, 1.65119e-05, 2.85892e+06, 2.64585e+06
1.10909e+06, 491.667, 5.1614, 1.66568e-05, 2.86673e+06, 2.65185e+06
1.10909e+06, 494.949, 5.11855, 1.68015e-05, 2.87448e+06, 2.6578e+06
1.10909e+06, 498.232, 5.07668, 1.69459e-05, 2.88218e+06, 2.66371e+06
1.10909e+06, 501.515, 5.03573, 1.70901e-05, 2.88982e+06, 2.66958e+06
1.10909e+06, 504.798, 4.99565, 1.72341e-05, 2.89742e+06, 2.67541e+06
1.10909e+06, 508.081, 4.95642, 1.73779e-05, 2.90497e+06, 2.6812e+06
1.10909e+06, 511.364, 4.918, 1.75214e-05, 2.91248e+06, 2.68696e+06
1.10909e+06, 514.646, 4.88034, 1.76648e-05, 2.91995e+06, 2.69269e+06
1.10909e+06, 517.929, 4.84343, 1.78079e-05, 2.92738e+06, 2.69839e+06
1.10909e+06, 521.212, 4.80722, 1.79509e-05, 2.93478e+06, 2.70407e+06
1.10909e+06, 524.495, 4.7717, 1.80937e-05, 2.94215e+06, 2.70972e+06
1.10909e+06, 527.778, 4.73684, 1.82363e-05, 2.94949e+06, 2.71535e+06
1.10909e+06, 531.061, 4.70261, 1.83788e-05, 2.95681e+06, 2.72096e+06
1.10909e+06, 534.343, 4.669, 1.85211e-05, 2.9641e+06, 2.72655e+06
1.10909e+06, 537.626, 4.63597, 1.86633e-05, 2.97136e+06, 2.73212e+06
1.10909e+06, 540.909, 4.60352, 1.88053e-05, 2.9786e+06, 2.73768e+06
1.10909e+06, 544.192, 4.57161, 1.89471e-05, 2.98582e+06, 2.74322e+06
1.10909e+06, 547.475, 4.54024, 1.90888e-05, 2.99302e+06, 2.74874e+06
1.10909e+06, 550.758, 4.50939, 1.92304e-05, 3.00021e+06, 2.75426e+06
1.10909e+06, 554.04, 4.47903, 1.93719e-05, 3.00737e+06, 2.75976e+06
1.10909e+06, 557.323, 4.44916, 1.95132e-05, 3.01453e+06, 2.76524e+06
1.10909e+06, 560.606, 4.41976, 1.96544e-05, 3.02166e+06, 2.77072e+06
1.10909e+06, 563.889, 4.39081, 1.97955e-05, 3.02879e+06, 2.77619e+06
1.10909e+06, 567.172, 4.36231, 1.99364e-05, 3.0359e+06, 2.78165e+06
1.10909e+06, 570.455, 4.33424, 2.00772e-05, 3.043e+06, 2.78711e+06
1.10909e+06, 573.737, 4.30658, 2.0218e-05, 3.05009e+06, 2.79255e+06
1.10909e+06, 577.02, 4.27933, 2.03586e-05, 3.05717e+06, 2.79799e+06
1.10909e+06, 580.303, 4.25248, 2.0499e-05, 3.06424e+06, 2.80343e+06
1.10909e+06, 583.586, 4.22601, 2.06394e-05, 3.0713e+06, 2.80885e+06
1.10909e+06, 586.869, 4.19992, 2.07797e-05, 3.07835e+06, 2.81428e+06
1.10909e+06, 590.152, 4.17419, 2.09199e-05, 3.0854e+06, 2.8197e+06
1.10909e+06, 593.434, 4.14882, 2.10599e-05, 3.09244e+06, 2.82511e+06
1.10909e+06, 596.717, 4.1238, 2.11999e-05, 3.09948e+06, 2.83053e+06
1.10909e+06, 600, 4.09912, 2.13397e-05, 3.10651e+06, 2.83594e+06
2.11818e+06, 275, 1000.95, 0.00167814, 9894.55, 7778.37
2.11818e+06, 278.283, 1000.95, 0.00150901, 23681.8, 21565.6
2.11818e+06, 281.566, 1000.79, 0.00136563, 37446.7, 35330.2
2.11818e+06, 284.848, 1000.49, 0.00124293, 51194.6, 49077.5
2.11818e+06, 288.131, 1000.04, 0.00113703, 64929.7, 62811.7
2.11818e+06, 291.414, 999.475, 0.00104493, 78655, 76535.7
2.11818e+06, 294.697, 998.79, 0.000964276, 92372.8, 90252.1
2.11818e+06, 297.98, 997.998, 0.000893201, 106085, 103962
2.11818e+06, 301.263, 997.104, 0.000830215, 119793, 117668
2.11818e+06, 304.545, 996.115, 0.000774109, 133497, 131371
2.11818e+06, 307.828, 995.036, 0.000723895, 147200, 145071
2.11818e+06, 311.111, 993.87, 0.000678762, 160901, 158770
2.11818e+06, 314.394, 992.623, 0.000638033, 174603, 172469
2.11818e+06, 317.677, 991.298, 0.000601145, 188304, 186168
2.11818e+06, 320.96, 989.897, 0.000567624, 202008, 199868
2.11818e+06, 324.242, 988.425, 0.000537066, 215713, 213570
2.11818e+06, 327.525, 986.884, 0.000509128, 229421, 227274
2.11818e+06, 330.808, 985.275, 0.000483517, 243132, 240982
2.11818e+06, 334.091, 983.602, 0.00045998, 256848, 254694
2.11818e+06, 337.374, 981.866, 0.000438296, 270568, 268411
2.11818e+06, 340.657, 980.069, 0.000418277, 284295, 282133
2.11818e+06, 343.939, 978.213, 0.000399755, 298027, 295862
2.11818e+06, 347.222, 976.3, 0.000382584, 311767, 309597
2.11818e+06, 350.505, 974.33, 0.000366636, 325514, 323340
2.11818e+06, 353.788, 972.305, 0.000351797, 339270, 337092
2.11818e+06, 357.071, 970.226, 0.000337968, 353036, 350852
2.11818e+06, 360.354, 968.094, 0.000325058, 366811, 364623
2.11818e+06, 363.636, 965.911, 0.000312988, 380596, 378404
2.11818e+06, 366.919, 963.676, 0.000301687, 394394, 392196
2.11818e+06, 370.202, 961.391, 0.000291091, 408203, 406000
2.11818e+06, 373.485, 959.057, 0.000281143, 422025, 419816
2.11818e+06, 376.768, 956.673, 0.00027179, 435861, 433646
2.11818e+06, 380.051, 954.241, 0.000262986, 449711, 447491
2.11818e+06, 383.333, 951.762, 0.00025469, 463576, 461350
2.11818e+06, 386.616, 949.234, 0.000246862, 477457, 475225
2.11818e+06, 389.899, 946.659, 0.000239467, 491354, 489117
2.11818e+06, 393.182, 944.038, 0.000232475, 505269, 503026
2.11818e+06, 396.465, 941.369, 0.000225856, 519203, 516953
2.11818e+06, 399.747, 938.653, 0.000219583, 533156, 530899
2.11818e+06, 403.03, 935.891, 0.000213633, 547129, 544866
2.11818e+06, 406.313, 933.083, 0.000207984, 561123, 558853
2.11818e+06, 409.596, 930.227, 0.000202614, 575139, 572862
2.11818e+06, 412.879, 927.324, 0.000197506, 589179, 586895
2.11818e+06, 416.162, 924.375, 0.000192642, 603243, 600951
2.11818e+06, 419.444, 921.378, 0.000188007, 617331, 615032
2.11818e+06, 422.727, 918.333, 0.000183584, 631447, 629140
2.11818e+06, 426.01, 915.24, 0.000179362, 645590, 643275
2.11818e+06, 429.293, 912.099, 0.000175327, 659761, 657439
2.11818e+06, 432.576, 908.908, 0.000171468, 673963, 671633
2.11818e+06, 435.859, 905.668, 0.000167774, 688197, 685858
2.11818e+06, 439.141, 902.377, 0.000164235, 702464, 700116
2.11818e+06, 442.424, 899.035, 0.000160841, 716765, 714409
2.11818e+06, 445.707, 895.642, 0.000157584, 731102, 728737
2.11818e+06, 448.99, 892.195, 0.000154456, 745477, 743103
2.11818e+06, 452.273, 888.695, 0.000151449, 759892, 757508
2.11818e+06, 455.556, 885.14, 0.000148556, 774348, 771955
2.11818e+06, 458.838, 881.529, 0.00014577, 788848, 786445
2.11818e+06, 462.121, 877.86, 0.000143085, 803393, 800980
2.11818e+06, 465.404, 874.133, 0.000140496, 817985, 815562
2.11818e+06, 468.687, 870.346, 0.000137995, 832628, 830195
2.11818e+06, 471.97, 866.497, 0.00013558, 847323, 844879
2.11818e+06, 475.253, 862.584, 0.000133244, 862074, 859618
2.11818e+06, 478.535, 858.606, 0.000130983, 876882, 874415
2.11818e+06, 481.818, 854.561, 0.000128792, 891751, 889272
2.11818e+06, 485.101, 850.446, 0.000126668, 906683, 904193
2.11818e+06, 488.384, 846.259, 0.000124607, 921683, 919180
2.11818e+06, 491.667, 10.5047, 1.63461e-05, 2.80972e+06, 2.60808e+06
2.11818e+06, 494.949, 10.3891, 1.65031e-05, 2.81979e+06, 2.61591e+06
2.11818e+06, 498.232, 10.2784, 1.66593e-05, 2.82957e+06, 2.62349e+06
2.11818e+06, 501.515, 10.172, 1.68147e-05, 2.83911e+06, 2.63088e+06
2.11818e+06, 504.798, 10.0694, 1.69693e-05, 2.84846e+06, 2.6381e+06
2.11818e+06, 508.081, 9.97025, 1.71234e-05, 2.85764e+06, 2.64519e+06
2.11818e+06, 511.364, 9.87432, 1.72768e-05, 2.86667e+06, 2.65215e+06
2.11818e+06, 514.646, 9.78135, 1.74296e-05, 2.87557e+06, 2.65902e+06
2.11818e+06, 517.929, 9.69112, 1.75818e-05, 2.88435e+06, 2.66578e+06
2.11818e+06, 521.212, 9.60346, 1.77335e-05, 2.89303e+06, 2.67246e+06
2.11818e+06, 524.495, 9.51822, 1.78847e-05, 2.9016e+06, 2.67906e+06
2.11818e+06, 527.778, 9.43524, 1.80355e-05, 2.91009e+06, 2.68559e+06
2.11818e+06, 531.061, 9.35441, 1.81857e-05, 2.91849e+06, 2.69206e+06
2.11818e+06, 534.343, 9.27561, 1.83356e-05, 2.92682e+06, 2.69846e+06
2.11818e+06, 537.626, 9.19873, 1.8485e-05, 2.93507e+06, 2.70481e+06
2.11818e+06, 540.909, 9.12368, 1.8634e-05, 2.94326e+06, 2.7111e+06
2.11818e+06, 544.192, 9.05037, 1.87826e-05, 2.95138e+06, 2.71734e+06
2.11818e+06, 547.475, 8.97872, 1.89309e-05, 2.95945e+06, 2.72354e+06
2.11818e+06, 550.758, 8.90864, 1.90788e-05, 2.96745e+06, 2.72969e+06
2.11818e+06, 554.04, 8.84008, 1.92263e-05, 2.97541e+06, 2.7358e+06
2.11818e+06, 557.323, 8.77296, 1.93735e-05, 2.98332e+06, 2.74187e+06
2.11818e+06, 560.606, 8.70722, 1.95204e-05, 2.99118e+06, 2.74791e+06
2.11818e+06, 563.889, 8.6428, 1.9667e-05, 2.999e+06, 2.75392e+06
2.11818e+06, 567.172, 8.57966, 1.98133e-05, 3.00678e+06, 2.7599e+06
2.11818e+06, 570.455, 8.51774, 1.99593e-05, 3.01452e+06, 2.76584e+06
2.11818e+06, 573.737, 8.45699, 2.0105e-05, 3.02223e+06, 2.77176e+06
2.11818e+06, 577.02, 8.39737, 2.02504e-05, 3.0299e+06, 2.77766e+06
2.11818e+06, 580.303, 8.33885, 2.03956e-05, 3.03754e+06, 2.78353e+06
2.11818e+06, 583.586, 8.28137, 2.05405e-05, 3.04515e+06, 2.78938e+06
2.11818e+06, 586.869, 8.2249, 2.06852e-05, 3.05274e+06, 2.79521e+06
2.11818e+06, 590.152, 8.16941, 2.08296e-05, 3.0603e+06, 2.80102e+06
2.11818e+06, 593.434, 8.11486, 2.09738e-05, 3.06783e+06, 2.80681e+06
2.11818e+06, 596.717, 8.06123, 2.11178e-05, 3.07534e+06, 2.81258e+06
2.11818e+06, 600, 8.00848, 2.12615e-05, 3.08283e+06, 2.81834e+06
3.12727e+06, 275, 1001.45, 0.00167627, 10909.7, 7786.94
3.12727e+06, 278.283, 1001.45, 0.00150761, 24682.4, 21559.6
3.12727e+06, 281.566, 1001.28, 0.0013646, 38434, 35310.7
3.12727e+06, 284.848, 1000.96, 0.00124218, 52169.7, 49045.4
3.12727e+06, 288.131, 1000.51, 0.0011365, 65893.4, 62767.7
3.12727e+06, 291.414, 999.937, 0.00104456, 79607.9, 76480.4
3.12727e+06, 294.697, 999.247, 0.000964035, 93315.5, 90185.9
3.12727e+06, 297.98, 998.45, 0.000893065, 107018, 103886
3.12727e+06, 301.263, 997.553, 0.000830161, 120716, 117582
3.12727e+06, 304.545, 996.56, 0.000774121, 134412, 131274
3.12727e+06, 307.828, 995.478, 0.00072396, 148106, 144965
3.12727e+06, 311.111, 994.311, 0.000678869, 161800, 158654
3.12727e+06, 314.394, 993.062, 0.000638175, 175493, 172344
3.12727e+06, 317.677, 991.735, 0.000601315, 189187, 186033
3.12727e+06, 320.96, 990.334, 0.000567815, 202882, 199724
3.12727e+06, 324.242, 988.862, 0.000537275, 216580, 213417
3.12727e+06, 327.525, 987.32, 0.000509352, 230280, 227113
3.12727e+06, 330.808, 985.712, 0.000483753, 243984, 240812
3.12727e+06, 334.091, 984.04, 0.000460225, 257693, 254515
3.12727e+06, 337.374, 982.305, 0.000438549, 271406, 268222
3.12727e+06, 340.657, 980.51, 0.000418535, 285125, 281936
3.12727e+06, 343.939, 978.655, 0.000400017, 298850, 295655
3.12727e+06, 347.222, 976.744, 0.00038285, 312583, 309381
3.12727e+06, 350.505, 974.776, 0.000366905, 326323, 323115
3.12727e+06, 353.788, 972.754, 0.000352068, 340072, 336857
3.12727e+06, 357.071, 970.678, 0.00033824, 353830, 350608
3.12727e+06, 360.354, 968.549, 0.000325331, 367598, 364369
3.12727e+06, 363.636, 966.369, 0.000313261, 381377, 378141
3.12727e+06, 366.919, 964.138, 0.00030196, 395166, 391923
3.12727e+06, 370.202, 961.857, 0.000291364, 408968, 405717
3.12727e+06, 373.485, 959.527, 0.000281415, 422783, 419524
3.12727e+06, 376.768, 957.148, 0.000272061, 436611, 433344
3.12727e+06, 380.051, 954.721, 0.000263257, 450453, 447178
3.12727e+06, 383.333, 952.246, 0.000254959, 464310, 461026
3.12727e+06, 386.616, 949.724, 0.00024713, 478183, 474891
3.12727e+06, 389.899, 947.155, 0.000239734, 492073, 488771
3.12727e+06, 393.182, 944.539, 0.000232741, 505980, 502669
3.12727e+06, 396.465, 941.876, 0.000226121, 519905, 516585
3.12727e+06, 399.747, 939.167, 0.000219847, 533849, 530520
3.12727e+06, 403.03, 936.412, 0.000213896, 547814, 544474
3.12727e+06, 406.313, 933.61, 0.000208246, 561799, 558449
3.12727e+06, 409.596, 930.762, 0.000202875, 575806, 572446
3.12727e+06, 412.879, 927.867, 0.000197766, 589836, 586465
3.12727e+06, 416.162, 924.925, 0.000192901, 603890, 600508
3.12727e+06, 419.444, 921.936, 0.000188264, 617968, 614576
3.12727e+06, 422.727, 918.9, 0.000183841, 632073, 628670
3.12727e+06, 426.01, 915.817, 0.000179618, 646206, 642791
3.12727e+06, 429.293, 912.685, 0.000175583, 660366, 656940
3.12727e+06, 432.576, 909.504, 0.000171723, 674557, 671119
3.12727e+06, 435.859, 906.275, 0.000168029, 688779, 685328
3.12727e+06, 439.141, 902.995, 0.000164489, 703033, 699570
3.12727e+06, 442.424, 899.665, 0.000161095, 717322, 713846
3.12727e+06, 445.707, 896.283, 0.000157838, 731646, 728157
3.12727e+06, 448.99, 892.849, 0.00015471, 746007, 742505
3.12727e+06, 452.273, 889.362, 0.000151703, 760408, 756891
3.12727e+06, 455.556, 885.82, 0.00014881, 774849, 771319
3.12727e+06, 458.838, 882.223, 0.000146024, 789333, 785788
3.12727e+06, 462.121, 878.57, 0.00014334, 803862, 800303
3.12727e+06, 465.404, 874.859, 0.00014075, 818438, 814864
3.12727e+06, 468.687, 871.088, 0.000138251, 833063, 829473
3.12727e+06, 471.97, 867.256, 0.000135836, 847740, 844134
3.12727e+06, 475.253, 863.361, 0.000133501, 862471, 858849
3.12727e+06, 478.535, 859.403, 0.000131241, 877259, 873620
3.12727e+06, 481.818, 855.377, 0.000129052, 892106, 888450
3.12727e+06, 485.101, 851.284, 0.000126929, 907017, 903343
3.12727e+06, 488.384, 847.119, 0.00012487, 921993, 918301
3.12727e+06, 491.667, 842.882, 0.000122869, 937039, 933329
3.12727e+06, 494.949, 838.568, 0.000120923, 952158, 948428
3.12727e+06, 498.232, 834.176, 0.00011903, 967354, 963605
3.12727e+06, 501.515, 829.702, 0.000117185, 982631, 978862
3.12727e+06, 504.798, 825.142, 0.000115386, 997995, 994205
3.12727e+06, 508.081, 820.494, 0.000113629, 1.01345e+06, 1.00964e+06
3.12727e+06, 511.364, 15.5152, 1.7027e-05, 2.81064e+06, 2.60908e+06
